"ADream_1831" "BelOfPrairieEden" "ConfidenceMan" "Destiny1" "HarryandLucy3" "HistOfNY" "Klosterheim" "LastDayOfPompeii3" "Metzengerstein_1832" "MinorMorals3" "PericlesAndAspesia1" "RealLifeInLondon_2" "RecollectionsofSouthernMatron_1" "Rookwood2" "ScarletLetter" "SheppardLee2" "Spaewife1" "StLeon_1" "TheBravo2" "TheDoctor1" "Wieland" "Woodstock"
"ladies" 0 0.00230813618003462 0.0074832695473691 0.012824075063586 0.00671028350947828 0.0100500676095457 0.0228206298493838 0.00498579049708331 0 0.00384437951714593 0.00495135295719555 0.0349243306169965 0.0241974512018067 0.0144707329426235 0.00120390546934255 0.00586003310918707 0.0487303048351291 0.00130160878846254 0.0224258824584747 0.0153964588144727 0 0.00225413069449767
"looks" 0 0.0161569532602424 0.0149665390947382 0.0235108042832411 0.00671028350947828 0.00548185505975222 0.00570515746234596 0.00498579049708331 0 0.00768875903429187 0.00990270591439111 0.0083153168135706 0 0.00723536647131177 0.00722343281605528 0.0087900496637806 0.00541447831501435 0.0065080439423127 0.00747529415282491 0 0.0315683393839317 0.00976789967615656
"caught" 0 0 0.00534519253383507 0.012824075063586 0.0100654252642174 0.00730914007966963 0.0114103149246919 0.0423792192252082 0.063552589768033 0.00768875903429187 0.0148540588715867 0.0083153168135706 0.00806581706726891 0.0180884161782794 0.00842733828539783 0.00732504138648383 0 0.0065080439423127 0.00598023532225993 0.00219949411635324 0.0109275020944379 0.00751376898165889
"expected" 0 0 0.00427615402706806 0.0235108042832411 0.0167757087736957 0.00182728501991741 0.0342309447740758 0.00249289524854166 0 0.00384437951714593 0.00742702943579333 0.01413603858307 0.0161316341345378 0.0180884161782794 0.00601952734671274 0.0117200662183741 0.016243434945043 0.0325402197115635 0.00747529415282491 0.00879797646541296 0.0182125034907298 0.0165302917596496
"run" 0 0.00692440854010387 0.0117594235744372 0.00854938337572403 0.0167757087736957 0.015531922669298 0 0.00498579049708331 0 0.00384437951714593 0.0198054118287822 0.0116414435389988 0.0161316341345378 0.00723536647131177 0.0120390546934255 0.0205101158821547 0 0.00260321757692508 0.00747529415282491 0.00439898823270648 0.00121416689938199 0.0127734072688201
"honest" 0 0.00230813618003462 0.0288640396827094 0.010686729219655 0 0.0539049080875635 0 0.00747868574562497 0 0.0115331385514378 0.00495135295719555 0.013304506901713 0 0.00361768323565589 0.00361171640802764 0.0307651738232321 0.0108289566300287 0.00520643515385016 0.0194357647973448 0.00659848234905972 0.00121416689938199 0.0247954376394743
"talk" 0 0.0115406809001731 0.0919373115819632 0.012824075063586 0.00335514175473914 0.0109637101195044 0 0.0124644762427083 0 0.0345994156543134 0.0173297353501844 0.00249459504407118 0.0161316341345378 0.0108530497069677 0.0252820148561935 0.0117200662183741 0 0.016920914250013 0.00149505883056498 0.0109974705817662 0.00728500139629193 0.013524784166986
"cortes" 0 0.0253894979803808 0 0 0 0.000913642509958703 0 0 0 0 0 0.00083153168135706 0 0 0 0 0 0 0 0 0 0
"entirely" 0 0.00230813618003462 0.0106903850676701 0.00854938337572403 0 0.00182728501991741 0.0114103149246919 0 0 0.00384437951714593 0.00742702943579333 0.0166306336271412 0.0161316341345378 0.0144707329426235 0.00842733828539783 0.0234401324367483 0.00541447831501435 0.0234289581923257 0.0134555294750848 0.00659848234905972 0.00364250069814597 0.0180330455559813
"iron" 0.0829875518672199 0.0346220427005193 0.0138975005879712 0 0.023485992283174 0.0182728501991741 0.0228206298493838 0.0149573714912499 0 0.0115331385514378 0.00247567647859778 0.0174621653084983 0 0.00723536647131177 0.0252820148561935 0.0087900496637806 0 0.00260321757692508 0 0 0.00121416689938199 0.006762392083493
"leaving" 0 0.00692440854010387 0.0171046161082722 0.012824075063586 0.00671028350947828 0.00822278258962833 0.0228206298493838 0.00249289524854166 0 0.0115331385514378 0.00495135295719555 0.0166306336271412 0.0161316341345378 0.00361768323565589 0.00842733828539783 0.019045107604858 0.0108289566300287 0.0065080439423127 0.00598023532225993 0 0.00364250069814597 0.0112706534724883
"perceived" 0 0 0.00106903850676701 0.00213734584393101 0.0134205670189566 0.00639549756971092 0.00570515746234596 0.00747868574562497 0 0.0192218975857297 0.00742702943579333 0.00249459504407118 0.0322632682690757 0.00723536647131177 0.00120390546934255 0.0263701489913418 0 0.0273337845577133 0.00598023532225993 0.00659848234905972 0.0254975048870218 0.000751376898165889
"pray" 0 0.00692440854010387 0.0716255799533899 0.00427469168786201 0.0268411340379131 0 0.00570515746234596 0.0249289524854166 0 0.0192218975857297 0.0148540588715867 0.0108099118576418 0.0161316341345378 0.00723536647131177 0.0168546765707957 0.0043950248318903 0.0270723915750717 0.00260321757692508 0.0104654118139549 0.0153964588144727 0.00121416689938199 0.0165302917596496
"influence" 0 0 0.00641423104060208 0.0256481501271721 0.00671028350947828 0.00456821254979352 0.0228206298493838 0.00747868574562497 0.063552589768033 0.0461325542057512 0.02228108830738 0.0116414435389988 0.0161316341345378 0.0253237826495912 0.0168546765707957 0 0.00541447831501435 0.0065080439423127 0.0224258824584747 0.00659848234905972 0.0315683393839317 0.0150275379633178
"spirits" 0 0.00461627236006924 0.00427615402706806 0.0213734584393101 0.00335514175473914 0.0109637101195044 0.0285257873117298 0.00498579049708331 0.0317762948840165 0.0153775180685837 0.00495135295719555 0.0124729752203559 0 0.0144707329426235 0.0108351492240829 0.0043950248318903 0 0.0117144790961629 0.00598023532225993 0.00659848234905972 0.00485666759752796 0.0120220303706542
"toward" 0 0.0276976341604155 0.00320711552030104 0 0.00335514175473914 0.00548185505975222 0 0 0.0317762948840165 0 0.0272324412645755 0 0 0.00723536647131177 0 0 0.00541447831501435 0 0.00448517649169495 0.00659848234905972 0.00242833379876398 0.000751376898165889
"unless" 0 0.00923254472013849 0.00962134656090312 0.012824075063586 0.0100654252642174 0.0137046376493805 0.00570515746234596 0.00498579049708331 0.0317762948840165 0 0.0495135295719555 0.00748378513221354 0.00806581706726891 0.00361768323565589 0.0180585820401382 0.0161150910502644 0 0.00780965273077524 0.00598023532225993 0.0131969646981194 0.00849916829567392 0.0165302917596496
"command" 0 0.00923254472013849 0.00106903850676701 0.00213734584393101 0.00335514175473914 0.0118773526294631 0.00570515746234596 0.00997158099416662 0 0.00768875903429187 0.0247567647859778 0.00748378513221354 0 0.0253237826495912 0.00240781093868509 0.00146500827729677 0.0216579132600574 0.0104128703077003 0.0149505883056498 0.00219949411635324 0.00849916829567392 0.0180330455559813
"threw" 0 0 0.00641423104060208 0.00854938337572403 0.00335514175473914 0.0137046376493805 0.0171154723870379 0.0149573714912499 0.0317762948840165 0.0230662771028756 0.0148540588715867 0.00665225345085648 0.0322632682690757 0.0144707329426235 0.0216702984481658 0.0117200662183741 0.016243434945043 0.0117144790961629 0.0164456471362148 0.00439898823270648 0.0242833379876398 0.0127734072688201
"especially" 0 0.00230813618003462 0.0224498086421073 0.0256481501271721 0.00335514175473914 0.0146182801593393 0 0.00997158099416662 0.0317762948840165 0.00768875903429187 0.00247567647859778 0.00166306336271412 0 0.00723536647131177 0.013242960162768 0.0161150910502644 0.00541447831501435 0.00780965273077524 0.00299011766112997 0.00879797646541296 0.00242833379876398 0.0157789148614837
"sweet" 0 0.00923254472013849 0.0181736546150392 0.0427469168786201 0 0.0146182801593393 0 0.0174502667397916 0 0.0115331385514378 0.0346594707003689 0.00914684849492766 0.0403290853363446 0.00723536647131177 0.00601952734671274 0.00146500827729677 0.016243434945043 0.00520643515385016 0.00299011766112997 0.0153964588144727 0.00849916829567392 0.0105192765743224
"heavy" 0 0.00923254472013849 0.00534519253383507 0.00854938337572403 0.0301962757926522 0.00822278258962833 0 0.0249289524854166 0.0317762948840165 0.00384437951714593 0.00495135295719555 0.00997838017628472 0 0.0180884161782794 0.0216702984481658 0 0.0324868698900861 0.00780965273077524 0.0104654118139549 0.00439898823270648 0.00242833379876398 0.00901652277799067
"husband" 0 0.00692440854010387 0.0074832695473691 0.00641203753179302 0 0.00365457003983481 0.00570515746234596 0.00249289524854166 0 0.00768875903429187 0.00495135295719555 0.0041576584067853 0 0.0253237826495912 0.00963124375474038 0.00586003310918707 0.0216579132600574 0.0208257406154006 0.00747529415282491 0.00439898823270648 0.0218550041888758 0.00225413069449767
"greater" 0 0 0.00427615402706806 0.0256481501271721 0.0301962757926522 0.00730914007966963 0.0228206298493838 0.0124644762427083 0 0.0115331385514378 0.0346594707003689 0.00997838017628472 0.0161316341345378 0.0180884161782794 0.00963124375474038 0.0366252069324192 0.00541447831501435 0.033841828500026 0.0149505883056498 0.0241944352798856 0.00971333519505591 0.006762392083493
"memory" 0 0.00923254472013849 0.0192426931218062 0.012824075063586 0.00671028350947828 0.00365457003983481 0.00570515746234596 0.00498579049708331 0 0.0115331385514378 0.0247567647859778 0.0108099118576418 0.0322632682690757 0.0108530497069677 0.00601952734671274 0.0087900496637806 0 0.0182225230384756 0.0119604706445199 0.0153964588144727 0.0182125034907298 0.006762392083493
"number" 0 0.00461627236006924 0.00855230805413611 0.00641203753179302 0.0268411340379131 0.0146182801593393 0.00570515746234596 0.00747868574562497 0.0317762948840165 0.0345994156543134 0.0123783823929889 0.02827207716614 0.00806581706726891 0.0144707329426235 0.00722343281605528 0.0161150910502644 0 0.00911126151923778 0.00299011766112997 0.0153964588144727 0.00364250069814597 0.00976789967615656
"seeing" 0 0 0.0181736546150392 0.0192361125953791 0.023485992283174 0.0146182801593393 0.0171154723870379 0.00747868574562497 0 0.0115331385514378 0.00495135295719555 0.013304506901713 0.0161316341345378 0.0108530497069677 0.00120390546934255 0.0380902152097159 0.0270723915750717 0.0065080439423127 0.00448517649169495 0.0131969646981194 0.00607083449690995 0.0187844224541472
"gentlemen" 0 0.00230813618003462 0.00855230805413611 0.0235108042832411 0.00335514175473914 0.015531922669298 0.00570515746234596 0.00997158099416662 0 0 0 0.0457342424746383 0.0403290853363446 0.0253237826495912 0.0120390546934255 0.0102550579410774 0.0216579132600574 0 0.00299011766112997 0.00439898823270648 0 0.0172816686578154
"period" 0 0 0.00641423104060208 0.010686729219655 0 0.00822278258962833 0.0171154723870379 0.00498579049708331 0.127105179536066 0 0.00247567647859778 0.0116414435389988 0.0161316341345378 0.0217060994139353 0.0337093531415913 0.0146500827729677 0 0.0585723954808143 0.0089703529833899 0 0.0194266703901118 0.00751376898165889
"royal" 0 0.00461627236006924 0 0 0 0.00182728501991741 0 0.00498579049708331 0 0.00768875903429187 0.00247567647859778 0.0315982038915683 0 0 0.00120390546934255 0 0.0433158265201148 0.00390482636538762 0.00149505883056498 0.00879797646541296 0 0.033811960417465
"sought" 0 0.00230813618003462 0.0117594235744372 0.0170987667514481 0 0.00456821254979352 0.0114103149246919 0.0274218477339582 0 0.0192218975857297 0.00247567647859778 0.0041576584067853 0.0161316341345378 0.00723536647131177 0.0276898257948786 0.0117200662183741 0.00541447831501435 0.0195241318269381 0.0284061177807347 0.00219949411635324 0.0254975048870218 0.00375688449082945
"fast" 0 0.00692440854010387 0.0074832695473691 0.00641203753179302 0.0201308505284348 0.00365457003983481 0 0.0224360572368749 0.0317762948840165 0.00384437951714593 0.00247567647859778 0.0083153168135706 0.00806581706726891 0.0289414658852471 0.00842733828539783 0.0161150910502644 0 0 0.00299011766112997 0.0197954470471792 0.00121416689938199 0.0210385531486449
"native" 0 0 0.00106903850676701 0.00854938337572403 0.0134205670189566 0.00822278258962833 0 0.00249289524854166 0 0.0153775180685837 0.0123783823929889 0.013304506901713 0.00806581706726891 0 0.0300976367335637 0.00586003310918707 0 0.0143176966730879 0.00747529415282491 0 0.0109275020944379 0.00601101518532711
"remain" 0 0.00461627236006924 0.0117594235744372 0.0256481501271721 0.00335514175473914 0.00913642509958703 0 0.00997158099416662 0 0 0.00990270591439111 0.00332612672542824 0 0.00361768323565589 0.00361171640802764 0.0087900496637806 0.016243434945043 0.00911126151923778 0.00747529415282491 0.0109974705817662 0.00971333519505591 0.0142761610651519
"knows" 0 0.00461627236006924 0.0224498086421073 0.0170987667514481 0.0100654252642174 0.00548185505975222 0.00570515746234596 0.00997158099416662 0 0.00384437951714593 0.0173297353501844 0.0116414435389988 0.00806581706726891 0.0108530497069677 0.00601952734671274 0.0087900496637806 0.016243434945043 0.00260321757692508 0.0119604706445199 0.0197954470471792 0.00485666759752796 0.0172816686578154
"surely" 0 0.00230813618003462 0.0181736546150392 0.0235108042832411 0 0.00456821254979352 0.0114103149246919 0.00997158099416662 0 0.0192218975857297 0.0519892060505533 0.00498919008814236 0 0.0144707329426235 0.0180585820401382 0.0102550579410774 0.0595592614651578 0.00390482636538762 0.0179407059667798 0.00439898823270648 0.0424958414783696 0.00976789967615656
"law" 0 0.00461627236006924 0.0203117316285733 0.012824075063586 0.0301962757926522 0.0146182801593393 0 0.0274218477339582 0 0 0 0.0299351405288542 0 0.0144707329426235 0.0276898257948786 0.0219751241594515 0.0270723915750717 0.00130160878846254 0.00598023532225993 0.0285934235125921 0.00242833379876398 0.00601101518532711
"breast" 0 0.0692440854010387 0.00320711552030104 0.010686729219655 0.00335514175473914 0.000913642509958703 0 0.0423792192252082 0 0.00384437951714593 0.0396108236575644 0.00332612672542824 0 0.0180884161782794 0.0481562187737019 0.0087900496637806 0 0.0104128703077003 0.00747529415282491 0.00439898823270648 0.0133558358932019 0.00375688449082945
"afterwards" 0 0 0.0106903850676701 0 0.0201308505284348 0.00913642509958703 0.0114103149246919 0.0149573714912499 0 0.0153775180685837 0.0321837942217711 0.0116414435389988 0 0.0108530497069677 0.0120390546934255 0 0.00541447831501435 0.00780965273077524 0 0.00659848234905972 0.00364250069814597 0.00826514587982478
"melancholy" 0 0.00692440854010387 0.0128284620812042 0 0.00671028350947828 0.0191864927091328 0.00570515746234596 0.00249289524854166 0.0317762948840165 0.00768875903429187 0.00495135295719555 0.0041576584067853 0.0322632682690757 0 0.0144468656321106 0.0117200662183741 0 0.0195241318269381 0.0224258824584747 0.00439898823270648 0.00849916829567392 0.00901652277799067
"trust" 0 0.00461627236006924 0.0726946184601569 0.0384722251907581 0.0134205670189566 0.00730914007966963 0 0.0299147429824999 0 0.00384437951714593 0.00247567647859778 0.00665225345085648 0.00806581706726891 0.0180884161782794 0.00601952734671274 0.00732504138648383 0.0108289566300287 0.0130160878846254 0.0358814119335596 0.00219949411635324 0.00607083449690995 0.0450826138899533
"speaking" 0 0.00692440854010387 0.00855230805413611 0 0.00671028350947828 0.00456821254979352 0.0171154723870379 0.00498579049708331 0.0317762948840165 0.0230662771028756 0.00495135295719555 0.01413603858307 0.00806581706726891 0 0.00722343281605528 0.00732504138648383 0.016243434945043 0.00780965273077524 0.0299011766112997 0.0175959529308259 0.00485666759752796 0.0127734072688201
"cleveland" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"giving" 0.0829875518672199 0.00230813618003462 0.0128284620812042 0.00854938337572403 0.00671028350947828 0.0237547052589263 0.0228206298493838 0.00498579049708331 0 0.00384437951714593 0.0148540588715867 0.0182936969898553 0.0161316341345378 0.00361768323565589 0.00601952734671274 0.0278351572686386 0.0270723915750717 0.00911126151923778 0.00448517649169495 0.00219949411635324 0.00121416689938199 0.0142761610651519
"knight" 0 0.00692440854010387 0 0 0.00335514175473914 0.00548185505975222 0 0 0 0 0 0.00665225345085648 0 0.0759713479487736 0 0 0.0324868698900861 0.00520643515385016 0 0 0 0.0916679815762385
"force" 0 0.0207732256203116 0.00427615402706806 0.00427469168786201 0.00335514175473914 0.015531922669298 0 0.00997158099416662 0.0317762948840165 0.00384437951714593 0.0123783823929889 0.00582072176949942 0.0241974512018067 0.00723536647131177 0.0216702984481658 0.0043950248318903 0 0.0130160878846254 0.0209308236279098 0.0109974705817662 0.0339966731826957 0.0112706534724883
"drawn" 0 0.00461627236006924 0.00855230805413611 0.00641203753179302 0.023485992283174 0.0109637101195044 0.0228206298493838 0.0124644762427083 0 0.00384437951714593 0.00990270591439111 0.00665225345085648 0 0.0217060994139353 0.0144468656321106 0.00732504138648383 0.00541447831501435 0.00911126151923778 0.0149505883056498 0.0153964588144727 0.0169983365913478 0.0195357993523131
"easy" 0 0 0.00962134656090312 0.0192361125953791 0.0100654252642174 0.00913642509958703 0.0114103149246919 0.00249289524854166 0 0.0115331385514378 0.02228108830738 0.00665225345085648 0.0161316341345378 0.0180884161782794 0.0108351492240829 0.0087900496637806 0.0108289566300287 0.0130160878846254 0.0134555294750848 0.0153964588144727 0.00849916829567392 0.00976789967615656
